state,latitude,longitude,date,rainfall_mm,river_level_mm,floodrisk
Kerala,9.0993,75.0046,05/10/2024,2.8,3572,
West Bengal,22.2382,87.6149,05/06/2024,0,3802,
Bihar,25.1442,84.6764,24/09/2024,62.7,4658,
West Bengal,22.1184,88.6968,03/11/2024,0,3510,
Uttar Pradesh,27.8452,79.7467,10/11/2024,0,3803,
Assam,24.7371,92.1833,09/09/2024,13.9,4307,
Tamil Nadu,12.546,78.3302,05/06/2024,107.6,4202,
Odisha,22.1482,84.948,06/09/2024,0,3584,
West Bengal,22.3341,88.6507,16/07/2024,0,3787,
West Bengal,21.3725,87.3678,22/08/2024,0,3732,
Assam,25.7036,92.5604,17/06/2024,27.5,4097,
West Bengal,22.6227,89.7974,16/06/2024,53.4,4167,
Kerala,10.6436,77.7374,22/08/2024,0,3553,
Odisha,21.7178,85.7999,09/10/2024,0,3594,
Assam,25.8495,90.2221,28/11/2024,5.3,4074,
Bihar,24.9968,84.8819,13/07/2024,0,3627,
Kerala,10.9842,77.769,24/10/2024,0,3554,
Tamil Nadu,9.6334,77.3255,05/10/2024,19,3780,
Uttar Pradesh,28.0823,80.9849,09/07/2024,119.2,4681,
Kerala,10.8996,75.9507,24/07/2024,63.2,3919,
Assam,26.2442,92.1728,22/07/2024,39.3,4625,
Maharashtra,19.2525,74.2402,10/10/2024,0,3506,
Karnataka,16.5509,74.5022,23/11/2024,9.9,3553,
Bihar,24.9318,83.8184,03/06/2024,50.1,4635,
West Bengal,23.563,87.4998,09/08/2024,70.3,4390,
West Bengal,22.7104,89.1844,27/08/2024,30.3,4348,
Assam,25.8688,91.1495,11/10/2024,1.3,4449,
Gujarat,23.2567,71.7937,20/10/2024,0,3690,
Maharashtra,18.9905,75.9821,15/08/2024,48.8,3671,
Uttar Pradesh,28.2389,80.1615,20/09/2024,13,3794,
Assam,24.7615,91.9458,18/10/2024,0,4161,
Maharashtra,18.6469,75.9937,08/08/2024,63.3,3893,
Kerala,10.6292,76.2838,07/07/2024,96.6,4726,
Karnataka,14.9055,75.6208,30/06/2024,5.9,3620,
Uttar Pradesh,25.3758,81.8941,14/06/2024,77.5,4450,
West Bengal,22.9624,88.9355,21/08/2024,42.4,4069,
Karnataka,16.4791,76.609,09/06/2024,40.3,3450,
Maharashtra,18.4641,75.7208,05/10/2024,23.7,3605,
Kerala,8.7017,77.4111,01/09/2024,11.7,3932,
Assam,24.7889,92.0815,29/08/2024,79.6,4902,
Bihar,26.355,85.7542,10/07/2024,27.7,4234,
Maharashtra,18.7958,77.098,10/07/2024,72.2,4266,
West Bengal,23.5339,88.0036,06/10/2024,0,4019,
West Bengal,23.3021,88.3144,08/06/2024,83.3,4320,
Karnataka,15.2062,76.226,20/11/2024,6.2,3592,
Bihar,25.4736,83.84,28/07/2024,108.9,4199,
Karnataka,15.4126,76.1365,14/06/2024,85.5,3973,
Karnataka,15.4183,76.1726,14/09/2024,88.5,3979,
Gujarat,23.4855,69.9168,22/07/2024,165.4,5322,
Odisha,19.6465,85.2104,27/06/2024,61.9,4245,
Maharashtra,18.5002,74.7509,20/07/2024,50.7,3916,
Odisha,21.509,83.1529,06/10/2024,0,3965,
Kerala,9.2297,77.6838,26/07/2024,90.9,4781,
Gujarat,21.5276,72.6074,05/10/2024,0,3131,
Odisha,21.5874,83.5347,10/06/2024,71.9,4662,
Bihar,25.2185,86.1683,05/09/2024,61.4,4237,
West Bengal,22.7084,87.2067,13/09/2024,114.9,4339,
Gujarat,22.8206,70.9757,15/08/2024,67.5,3616,
Gujarat,22.6887,71.5439,05/07/2024,19.8,3446,
Maharashtra,19.9214,76.5837,15/09/2024,71.5,4420,
Gujarat,21.2456,70.5938,06/09/2024,73,4740,
Bihar,25.1746,86.608,19/10/2024,41.2,4197,
Kerala,9.9053,76.8116,03/07/2024,54.6,4299,
Maharashtra,20.8766,74.8792,21/06/2024,51.7,4105,
Maharashtra,18.7883,75.2626,22/10/2024,14.2,3836,
Odisha,22.1867,85.2826,26/11/2024,0,4062,
Assam,24.979,91.3637,17/06/2024,26.2,4679,
Uttar Pradesh,27.803,80.9694,02/11/2024,21,3755,
Tamil Nadu,10.4788,78.1042,13/08/2024,88.9,4105,
Gujarat,22.9854,72.458,14/08/2024,36.8,3492,
Gujarat,22.1203,70.3592,26/10/2024,35,3713,
Uttar Pradesh,28.2576,79.6787,28/11/2024,0.4,3966,
Assam,24.9326,91.7525,23/07/2024,139.5,6013,
Gujarat,22.424,71.271,13/08/2024,95.9,4028,
Kerala,11.0054,77.9401,24/06/2024,31.8,3708,
Tamil Nadu,11.1297,77.6948,28/09/2024,61,4058,
Bihar,24.6231,85.1943,05/06/2024,23,4260,
Bihar,26.4767,84.6918,31/10/2024,15,3803,
West Bengal,22.2939,87.0564,08/11/2024,0,3437,
West Bengal,21.7576,87.7014,04/10/2024,13,4121,
Assam,24.7516,91.543,05/11/2024,13.3,4218,
Uttar Pradesh,26.2309,82.0375,04/11/2024,13.4,3683,
Odisha,20.2174,84.9107,29/08/2024,132.4,4877,
Kerala,9.6163,77.8288,28/11/2024,0,3468,
Kerala,10.4922,76.8114,08/10/2024,15.6,3664,
Kerala,9.1485,76.4306,27/10/2024,20.5,3748,
Maharashtra,18.4305,74.7277,24/07/2024,22.9,3653,
Tamil Nadu,10.9828,79.1132,30/06/2024,52.2,3828,
Assam,26.5544,91.4187,16/11/2024,13.6,4066,
Bihar,25.0667,85.4197,23/10/2024,24.4,3893,
West Bengal,23.7346,87.4015,21/10/2024,13.1,3942,
Karnataka,16.3974,74.4677,22/07/2024,108.2,4086,
Odisha,20.8204,83.6319,01/07/2024,39.4,4149,
Gujarat,23.0734,71.1429,17/09/2024,0,3461,
Odisha,20.1471,84.8772,27/09/2024,27,4469,
Karnataka,14.6,76.8448,05/06/2024,50.4,3578,
Odisha,20.439,85.6798,18/07/2024,49.2,4091,
Uttar Pradesh,25.8043,79.8823,30/06/2024,103.7,4404,
Gujarat,23.2865,71.7665,24/08/2024,103.7,4132,
Uttar Pradesh,28.2537,80.2183,16/09/2024,94.2,4904,
Kerala,11.3555,77.1381,13/06/2024,22.9,3708,
Bihar,24.6738,85.1006,08/06/2024,68.8,4838,
Bihar,25.7726,84.6189,16/10/2024,21.7,4166,
Assam,25.1163,92.658,09/10/2024,9.1,4322,
Karnataka,15.1861,75.6112,25/11/2024,2.3,3417,
Odisha,21.1077,85.9317,05/11/2024,1.1,3667,
Uttar Pradesh,26.0787,79.884,29/10/2024,19.7,4049,
Karnataka,14.0716,75.9237,20/09/2024,0,3448,
Karnataka,15.3979,76.7982,19/09/2024,50.2,4410,
Gujarat,23.0734,69.9621,02/10/2024,49.7,3804,
Assam,26.4395,91.9346,11/11/2024,0,4309,
Assam,25.9943,91.6759,16/10/2024,15.1,4612,
Uttar Pradesh,26.4862,81.1114,11/07/2024,105,4794,
Karnataka,14.2517,76.5838,29/07/2024,80.3,4146,
Karnataka,15.9361,75.2036,09/07/2024,106.7,4160,
Tamil Nadu,12.5483,77.9819,25/08/2024,84.9,3578,
Odisha,21.3364,85.3928,26/08/2024,63.7,4467,
Karnataka,14.1635,75.1648,05/10/2024,9.7,3173,
West Bengal,22.2451,89.8037,25/09/2024,54.4,3923,
Tamil Nadu,12.1585,79.4916,25/10/2024,15.4,3865,
West Bengal,23.5592,87.5631,02/07/2024,52.1,3817,
Assam,26.861,92.1125,26/07/2024,58.6,4397,
Gujarat,20.9281,70.8494,03/11/2024,0,3389,
West Bengal,23.9308,89.5926,03/08/2024,50.2,3953,
Tamil Nadu,11.5049,78.3254,11/07/2024,138.5,5202,
Uttar Pradesh,27.6789,80.9737,01/07/2024,32,4092,
Assam,25.9062,93.1776,13/09/2024,74.5,5258,
Bihar,26.4364,84.5617,24/06/2024,96.6,4691,
Assam,26.132,93.0391,11/07/2024,85,4559,
Bihar,26.291,85.6618,16/06/2024,38.9,3920,
Odisha,20.2886,85.3964,09/08/2024,98,3970,
Maharashtra,19.3718,75.0714,11/07/2024,17.5,3480,
Bihar,25.9724,86.6494,21/06/2024,28.8,4160,
Gujarat,23.7135,71.6175,13/10/2024,38.9,3870,
Tamil Nadu,10.4007,77.9041,09/07/2024,103.8,4285,
Bihar,25.359,83.8893,04/10/2024,15.1,3882,
Karnataka,14.2711,75.561,20/07/2024,19.5,3502,
Kerala,9.3982,76.4783,14/07/2024,97.2,4419,
Maharashtra,19.9753,74.2143,21/10/2024,20.7,3773,
Assam,26.3822,92.2108,12/08/2024,71.8,4294,
Bihar,26.3698,84.487,13/08/2024,66.3,4213,
Gujarat,23.0945,71.9916,08/10/2024,0,3316,
Odisha,22.328,83.1644,29/08/2024,34,3919,
Odisha,22.2689,85.7745,02/10/2024,25.9,4009,
Tamil Nadu,11.4443,78.5737,04/10/2024,0,3287,
Kerala,11.135,77.5361,11/07/2024,33.7,3540,
West Bengal,21.3083,89.2044,23/09/2024,33.7,3765,
Kerala,10.2874,75.6735,17/06/2024,66.7,3830,
Uttar Pradesh,27.2488,80.88,09/07/2024,9,3784,
Karnataka,15.3189,74.5242,08/08/2024,70.1,4135,
Uttar Pradesh,26.3343,80.898,08/11/2024,20.2,3770,
Karnataka,16.3588,74.8135,13/08/2024,48.6,3924,
Kerala,9.1607,76.208,21/08/2024,98.2,4590,
Karnataka,16.6506,75.8532,21/07/2024,35.3,3668,
Uttar Pradesh,28.0603,82.0336,08/06/2024,40.2,4051,
Bihar,24.6299,86.0798,22/11/2024,6.6,4091,
Gujarat,21.7809,71.9813,06/06/2024,75.2,3843,
Odisha,19.9532,85.2775,22/11/2024,21.6,3621,
West Bengal,21.7769,89.8611,04/10/2024,0,3464,
Tamil Nadu,10.1249,78.5598,09/07/2024,26.4,3438,
West Bengal,23.6251,89.2,05/06/2024,14.8,3519,
Maharashtra,20.0089,74.6942,15/08/2024,83.7,4108,
West Bengal,21.5277,88.3058,25/09/2024,43,4529,
Uttar Pradesh,26.8218,81.4127,08/07/2024,131,4981,
Uttar Pradesh,28.2772,82.0344,03/07/2024,10.8,3637,
Kerala,9.2026,76.248,28/09/2024,141,5309,
Gujarat,23.7265,72.3341,10/09/2024,77.3,4677,
Gujarat,21.9034,71.7633,21/06/2024,33.7,3639,
Tamil Nadu,11.6275,79.135,31/10/2024,18.1,3187,
Uttar Pradesh,27.5195,81.643,23/10/2024,0,3665,
Kerala,8.7523,76.1535,15/06/2024,51.4,3911,
Kerala,9.1806,77.6464,01/11/2024,16.2,3579,
Kerala,9.6386,75.8103,25/11/2024,32.8,3770,
Assam,25.9871,92.2415,27/10/2024,0,3847,
Uttar Pradesh,27.1321,79.9936,27/07/2024,0,3931,
Bihar,25.3781,85.3392,31/10/2024,11.8,3901,
Bihar,26.4111,85.9838,22/06/2024,70.2,4099,
Maharashtra,20.4824,77.0619,29/06/2024,81.9,4235,
Maharashtra,19.3128,75.684,19/06/2024,117.7,4248,
Uttar Pradesh,28.1908,80.9725,06/07/2024,85.1,4635,
Maharashtra,20.9826,75.4321,02/07/2024,39.1,3955,
Tamil Nadu,12.576,77.3723,14/08/2024,92.4,4070,
Uttar Pradesh,26.8898,79.4218,20/09/2024,82.2,4576,
Uttar Pradesh,27.2667,80.6239,22/07/2024,72.7,4990,
Uttar Pradesh,28.1143,79.9691,23/11/2024,27.6,3909,
Kerala,11.1543,77.4307,21/08/2024,0,3617,
Kerala,8.6736,75.0194,09/08/2024,65.6,4357,
Maharashtra,18.333,75.3105,23/09/2024,44.3,3700,
Karnataka,13.8292,76.2528,20/09/2024,39.4,3470,
Tamil Nadu,11.1216,79.2374,17/09/2024,64.6,3701,
Tamil Nadu,10.0257,78.1501,26/09/2024,12.7,3296,
Maharashtra,19.537,76.8789,26/06/2024,54.2,4346,
Odisha,22.0787,85.2892,20/10/2024,0,4012,
Odisha,21.0397,83.1249,03/10/2024,15.7,4143,
Bihar,25.6033,84.1655,20/11/2024,23.4,3868,
Tamil Nadu,10.3389,79.1064,05/09/2024,59.5,3768,
Odisha,20.4333,84.1012,04/11/2024,3.1,3649,
Assam,27.2989,92.3607,08/09/2024,89.5,5023,
West Bengal,23.4869,87.5116,10/11/2024,2.7,3815,
Bihar,26.895,85.093,19/10/2024,6.9,3917,
Assam,25.7818,92.7924,08/11/2024,7.1,3977,
Odisha,21.9073,84.9904,01/06/2024,60.8,4466,
Bihar,25.1722,86.6689,02/11/2024,20.8,4061,
Karnataka,16.3732,76.438,15/10/2024,3.8,3459,
Kerala,9.446,75.3778,13/07/2024,52.6,4062,
Bihar,24.4911,86.2479,18/08/2024,133.8,4770,
Karnataka,15.922,76.3176,09/08/2024,106.4,4569,
Maharashtra,18.3889,76.1072,02/10/2024,0,3498,
Karnataka,15.8478,74.5108,02/11/2024,13.5,3731,
Odisha,20.7709,84.5765,20/08/2024,28.9,3974,
Assam,27.3491,91.7607,15/07/2024,138,5230,
Bihar,25.6442,85.5291,17/08/2024,88.8,5335,
Gujarat,21.7734,72.1352,11/11/2024,12,3792,
Gujarat,22.6472,70.4145,29/08/2024,80.4,4814,
Odisha,19.5633,83.8002,07/11/2024,8.6,3546,
Tamil Nadu,12.2806,77.7192,25/07/2024,43.1,3380,
Bihar,24.6972,85.0358,07/09/2024,73.6,4915,
Kerala,11.3671,75.4785,24/07/2024,15.1,3688,
Uttar Pradesh,27.8789,80.0228,15/11/2024,22,3809,
Karnataka,15.957,74.6027,08/09/2024,73.9,4342,
Karnataka,15.4558,76.1402,12/11/2024,13.6,3204,
West Bengal,23.5545,89.0167,12/07/2024,47.3,3957,
Odisha,22.2704,84.713,09/07/2024,18.7,4091,
Karnataka,15.3854,75.1011,17/09/2024,144.7,4281,
Maharashtra,20.4889,74.5751,15/10/2024,41.7,3630,
Kerala,11.0915,76.9432,05/08/2024,2.4,3347,
Uttar Pradesh,25.3098,82.1296,12/11/2024,33.1,3889,
Assam,26.1397,91.2734,02/10/2024,0,3998,
West Bengal,24.055,87.9098,22/06/2024,43.5,3741,
Assam,26.9784,91.7194,02/10/2024,1.8,4018,
Kerala,8.8765,77.4397,30/07/2024,43.4,4075,
Tamil Nadu,12.178,79.2988,07/11/2024,15.6,3356,
Gujarat,22.149,71.9123,06/07/2024,113.1,4975,
Uttar Pradesh,26.1856,80.8991,30/10/2024,0,3866,
Uttar Pradesh,26.4652,80.1248,03/06/2024,44.6,4001,
Uttar Pradesh,27.4643,82.0162,30/09/2024,47.8,4336,
Assam,27.1232,93.1951,01/09/2024,92.3,5720,
Maharashtra,19.2046,74.6703,19/09/2024,40,4280,
Karnataka,15.3775,75.1723,26/09/2024,100.3,3911,
Assam,26.3159,92.7981,07/09/2024,63.5,4636,
Karnataka,16.1716,74.9504,23/08/2024,58.7,3995,
Assam,26.0024,91.348,15/10/2024,0,3895,
Karnataka,15.5282,76.0003,06/09/2024,78.6,4232,
Maharashtra,19.7425,75.4373,23/08/2024,64.1,3795,
Tamil Nadu,11.2951,77.4125,05/07/2024,94.7,4435,
Tamil Nadu,10.0711,79.1415,11/11/2024,29.2,3589,
Odisha,21.1557,83.4344,28/08/2024,68.8,4135,
Tamil Nadu,12.058,78.5565,03/11/2024,24.5,3348,
Gujarat,21.0337,72.0573,05/08/2024,132.3,4253,
Gujarat,21.5079,72.3587,09/07/2024,63.1,3814,
Odisha,21.822,84.8418,01/07/2024,91.1,4968,
Maharashtra,18.2793,74.8819,24/07/2024,83.8,3836,
West Bengal,22.0274,88.7916,09/09/2024,86.3,4260,
Karnataka,16.2304,76.7839,02/06/2024,8.1,3284,
West Bengal,23.7146,88.3386,10/07/2024,0,3649,
Maharashtra,21.0388,77.1588,12/08/2024,105,5259,
Odisha,20.7575,83.7292,25/11/2024,24.4,3875,
Uttar Pradesh,27.1599,81.9976,12/08/2024,18.6,3858,
Kerala,10.7435,75.467,02/09/2024,69.6,4465,
Tamil Nadu,11.2303,77.2942,06/11/2024,6.5,3148,
Tamil Nadu,9.6826,78.9479,08/06/2024,94.9,4148,
Gujarat,23.6917,70.4573,02/08/2024,49.3,4071,
Bihar,27.1581,84.6364,23/11/2024,0,3892,
Bihar,27.3744,85.9002,14/08/2024,92.3,4195,
Odisha,19.7605,85.1425,06/07/2024,83.3,4382,
Odisha,20.2076,85.6008,23/08/2024,3,3853,
Maharashtra,21.0544,76.0459,05/08/2024,64.1,4246,
Assam,25.0227,90.7409,26/09/2024,33.9,4579,
Uttar Pradesh,27.9244,80.7876,04/07/2024,22.9,4191,
Kerala,9.9124,75.6234,20/10/2024,5.6,3911,
Gujarat,23.6905,69.9512,23/10/2024,1,3394,
West Bengal,23.0058,88.5919,23/09/2024,72,4222,
Maharashtra,19.1919,76.3789,20/09/2024,13.3,4016,
Tamil Nadu,11.9924,80.1885,14/09/2024,66.6,3726,
Karnataka,16.2947,75.9153,13/07/2024,43.1,3279,
Karnataka,14.4281,74.849,27/11/2024,1.5,3740,
Tamil Nadu,11.3551,77.8962,09/10/2024,17.7,3210,
Gujarat,21.5468,70.9439,28/08/2024,14.3,3843,
Maharashtra,20.8027,74.7258,23/08/2024,57.6,4634,
Maharashtra,18.2269,74.8437,23/08/2024,10.7,3831,
Tamil Nadu,12.5123,77.2219,01/10/2024,27,3206,
Odisha,20.3968,85.264,28/09/2024,14,3979,
Odisha,19.562,84.8774,26/08/2024,90.2,4887,
Gujarat,21.1222,72.3344,21/10/2024,25.9,4170,
Tamil Nadu,11.7531,77.2248,09/07/2024,22.2,3149,
Uttar Pradesh,27.4497,82.3251,23/11/2024,0,3902,
Gujarat,22.4435,71.779,22/06/2024,0,3283,
Gujarat,23.6551,72.0518,27/09/2024,55.5,4177,
Karnataka,15.9164,76.5209,15/06/2024,45.5,3700,
Kerala,11.4413,75.2184,27/08/2024,42.5,4482,
Maharashtra,18.5122,74.9351,18/11/2024,0,3388,
Gujarat,21.8661,70.0653,17/11/2024,13.2,3605,
Maharashtra,19.1311,75.7102,20/11/2024,8.4,3313,
Odisha,20.3843,83.696,13/10/2024,15.3,3726,
Maharashtra,19.6022,74.7763,26/09/2024,49.4,4145,
Karnataka,15.595,74.3975,24/08/2024,62.9,4005,
West Bengal,22.2823,88.259,03/10/2024,23.2,3990,
Maharashtra,20.9639,76.0629,27/07/2024,68.7,3785,
Odisha,20.5858,85.5789,02/11/2024,13.5,3938,
Kerala,11.0932,76.0933,10/06/2024,83.3,4073,
Karnataka,16.3133,75.7725,16/09/2024,32.6,3421,
Assam,26.7695,92.4209,05/10/2024,0,4055,
West Bengal,21.9256,88.882,26/07/2024,62.5,4125,
Bihar,26.9657,84.4439,10/10/2024,1.4,3797,
Bihar,26.3916,85.644,18/11/2024,41.8,3996,
Uttar Pradesh,27.6306,80.1394,02/07/2024,0,3830,
Karnataka,15.2784,74.23,22/06/2024,17.4,3305,
West Bengal,23.8986,88.1251,19/06/2024,34.9,3893,
Odisha,21.8987,84.3536,26/07/2024,7.8,3656,
Karnataka,14.6147,74.7528,11/08/2024,9.2,3175,
Bihar,25.6086,85.3254,11/08/2024,55.3,4348,
Kerala,9.2032,76.3305,15/09/2024,41.3,3978,
Assam,24.846,90.8187,25/08/2024,50,5241,
Kerala,8.8109,76.448,12/11/2024,21.8,3540,
Kerala,11.1061,75.0181,26/06/2024,77.7,4311,
Maharashtra,19.6324,74.7489,23/07/2024,134.2,4799,
Karnataka,16.2582,75.3014,02/09/2024,109.5,4951,
Uttar Pradesh,27.5334,79.5772,26/11/2024,0,3926,
Kerala,9.9714,77.2239,24/10/2024,0,3588,
Assam,25.3636,91.7,04/07/2024,66,4687,
Assam,25.7188,92.8597,23/10/2024,2.3,3857,
Odisha,22.125,83.1159,12/06/2024,36,3907,
West Bengal,22.4906,87.6391,19/10/2024,0,3417,
West Bengal,22.9267,88.3689,24/06/2024,2,3592,
Karnataka,15.4083,76.546,08/10/2024,7,3492,
West Bengal,23.3304,89.3784,22/11/2024,12.2,4091,
Assam,26.8926,92.1038,09/06/2024,89.5,5160,
Assam,26.27,91.0148,30/09/2024,99,5473,
Bihar,25.9362,84.9463,17/09/2024,60,4592,
Karnataka,16.7842,75.7894,16/07/2024,61.8,3899,
Uttar Pradesh,27.1959,81.3951,18/11/2024,9.1,4289,
Odisha,21.5558,85.9311,28/11/2024,23.1,3799,
Assam,27.2757,92.0408,21/06/2024,67.4,4677,
Kerala,10.3518,76.1023,05/09/2024,31.6,4128,
Karnataka,15.1424,75.9127,03/07/2024,27.4,3563,
Tamil Nadu,12.4839,79.0988,17/09/2024,67,3748,
Uttar Pradesh,25.3318,82.3215,25/06/2024,44.6,3862,
Maharashtra,20.935,75.5545,02/07/2024,27.6,3691,
Assam,24.9443,92.7079,17/07/2024,73.9,5094,
Karnataka,15.8075,77,03/07/2024,40.2,3901,
Bihar,26.1733,84.6309,20/10/2024,26.8,4522,
West Bengal,22.9654,89.2033,17/06/2024,102.1,4943,
Assam,27.6169,90.5732,30/10/2024,0,4198,
Gujarat,22.7811,70.0781,08/11/2024,17.9,3419,
Uttar Pradesh,27.3967,81.5668,03/09/2024,83.4,4709,
Kerala,10.2892,76.973,01/10/2024,1.8,3404,
West Bengal,22.7354,89.5787,20/07/2024,69,4203,
Gujarat,21.8671,71.9798,07/09/2024,120.4,3931,
Uttar Pradesh,25.3902,81.5275,12/06/2024,118.3,5085,
Odisha,21.102,85.7694,09/08/2024,17.4,4146,
Bihar,25.8283,84.0641,24/07/2024,29.8,4027,
Maharashtra,18.7451,75.836,07/09/2024,17,3394,
Kerala,10.2136,75.6408,10/07/2024,72.9,4207,
Kerala,11.091,75.7208,16/09/2024,0,3346,
Gujarat,23.7808,69.8838,05/06/2024,8.1,3928,
West Bengal,21.5702,89.3037,14/07/2024,19.7,3967,
Tamil Nadu,10.5157,77.6759,31/08/2024,91.1,4152,
Kerala,10.9684,77.7871,16/06/2024,27.1,4061,
Assam,25.7377,91.1852,05/10/2024,1.2,4064,
Assam,26.3695,90.8405,10/06/2024,8.7,4385,
Assam,26.7856,90.6285,30/09/2024,37.5,4365,
Gujarat,21.4723,72.598,18/10/2024,1.7,3376,
Kerala,10.2628,77.3355,18/11/2024,21.5,3513,
Kerala,10.9859,75.4263,25/07/2024,154.4,5227,
Gujarat,22.5003,70.003,02/09/2024,70.3,4100,
Odisha,20.7083,84.4241,12/08/2024,130.2,4862,
West Bengal,21.3761,87.6409,17/11/2024,24.1,3790,
Karnataka,16.6794,76.5348,19/06/2024,42.7,4058,
Maharashtra,20.6324,74.5194,01/07/2024,0,3355,
Gujarat,23.3244,71.7121,25/10/2024,17.9,3640,
Assam,27.3829,92.1846,14/08/2024,114.8,5632,
West Bengal,22.6319,87.2803,20/09/2024,55.1,3888,
Gujarat,22.7849,70.6128,11/11/2024,0.5,3269,
Uttar Pradesh,25.4548,81.8857,01/07/2024,57.9,4377,
Assam,25.6032,91.9117,25/09/2024,13.5,4230,
Tamil Nadu,11.7609,79.7802,01/08/2024,102.8,4724,
Kerala,8.5314,75.7172,16/07/2024,54,3867,
Bihar,26.2377,86.5029,14/11/2024,38.2,4138,
Karnataka,16.7395,76.5137,07/07/2024,62.7,3904,
Assam,26.6855,90.2984,03/11/2024,11.9,4047,
Tamil Nadu,10.4638,77.9058,12/11/2024,7.3,3116,
Gujarat,22.3802,71.919,18/09/2024,29.9,3611,
Maharashtra,18.6904,75.1112,04/10/2024,0.1,3477,
Uttar Pradesh,26.7925,81.5911,19/07/2024,118.3,5304,
Bihar,27.3342,84.078,18/09/2024,95,5216,
Maharashtra,18.8396,75.1443,18/07/2024,101.8,4056,
Odisha,20.3802,83.2679,03/09/2024,24.9,4462,
Maharashtra,18.2304,75.1877,01/11/2024,0,3244,
Kerala,10.9226,76.5778,13/10/2024,0,3883,
Karnataka,16.473,74.5318,25/08/2024,47.8,4036,
Assam,26.4586,92.9495,11/06/2024,0,4189,
Kerala,10.466,75.2883,23/06/2024,79.3,4002,
Karnataka,14.4812,75.9654,14/10/2024,7.4,3563,
Karnataka,15.5851,74.9313,25/07/2024,80.7,3857,
Assam,26.5314,91.0361,12/10/2024,25.4,4359,
Bihar,25.7107,84.0407,06/11/2024,17.7,4220,
Kerala,8.9743,77.9519,02/07/2024,37.8,3707,
Maharashtra,18.5846,77.1569,07/09/2024,39.8,3834,
Assam,25.2102,90.3329,11/07/2024,169.7,6806,
Karnataka,16.0939,75.7395,07/09/2024,0,3141,
Assam,24.8366,92.7881,04/06/2024,38,4161,
Odisha,20.9114,83.7671,03/06/2024,43.2,3917,
Gujarat,23.1159,71.2055,06/07/2024,27.3,3775,
Uttar Pradesh,26.4381,81.7462,27/06/2024,75.5,4117,
Tamil Nadu,10.9938,79.4782,19/09/2024,99.3,4545,
Bihar,25.234,86.1025,16/08/2024,45.4,4458,
Karnataka,16.7616,75.9472,04/11/2024,2,3325,
Bihar,24.8581,85.8002,17/08/2024,121.6,5528,
Tamil Nadu,10.0578,77.4288,18/08/2024,13.4,3273,
Bihar,24.5744,85.0989,18/06/2024,66.3,4681,
Tamil Nadu,11.8166,79.7903,31/10/2024,15.8,3180,
Bihar,25.0784,84.2503,10/09/2024,85.5,4800,
Gujarat,21.4818,71.11,02/11/2024,50.2,3598,
Assam,26.8692,91.0296,09/06/2024,28.2,4438,
Maharashtra,19.5269,77.1268,22/09/2024,37.3,4112,
Uttar Pradesh,26.5262,80.2783,13/10/2024,10.6,4284,
Maharashtra,20.6839,75.9678,02/09/2024,44.5,4173,
Gujarat,21.05,72.2039,06/09/2024,120.9,4702,
Karnataka,13.9089,74.7527,12/06/2024,75.6,3910,
Odisha,19.508,84.4826,28/07/2024,0,4037,
Assam,26.0469,91.1463,02/06/2024,22.1,4490,
Tamil Nadu,9.7931,77.4877,25/08/2024,38.6,3379,
Gujarat,22.7298,70.1158,19/10/2024,6.5,3170,
Maharashtra,19.9292,75.6611,16/11/2024,0,3471,
Bihar,26.2182,84.1405,06/07/2024,88.7,4155,
Maharashtra,19.6545,75.4765,27/11/2024,16.4,3406,
Assam,25.1281,91.5753,19/10/2024,7.7,4093,
Karnataka,15.1444,75.3692,27/08/2024,104.1,4586,
Assam,25.5481,91.8761,18/10/2024,0,3804,
Gujarat,22.3182,70.4555,16/06/2024,0,3320,
Odisha,19.9511,84.1489,10/09/2024,111.4,4686,
Maharashtra,21.1049,75.7686,04/11/2024,22.1,3720,
Maharashtra,19.8164,74.2735,24/08/2024,24,3623,
Assam,26.9894,91.1385,21/11/2024,10.9,4021,
Assam,25.8186,92.8882,30/06/2024,76.7,5092,
Bihar,24.785,86.2679,10/09/2024,124.8,5572,
West Bengal,23.2765,89.152,01/10/2024,10.4,3996,
Bihar,25.4126,85.8445,09/07/2024,82.9,4742,
Tamil Nadu,12.3469,79.7248,07/06/2024,83,4422,
Odisha,19.8735,85.0427,09/09/2024,38.9,4206,
Uttar Pradesh,26.7579,82.3092,04/06/2024,12.7,3741,
Uttar Pradesh,27.4009,81.1587,06/06/2024,76.8,4170,
Odisha,20.0253,83.7785,27/08/2024,53.7,4426,
Gujarat,21.1674,71.5761,16/10/2024,5.7,3379,
Uttar Pradesh,26.2859,80.565,01/06/2024,19.5,3650,
Kerala,9.8749,76.6001,20/09/2024,107.5,5271,
Gujarat,21.9825,72.0791,28/11/2024,3.5,3299,
Kerala,11.3154,77.4568,24/10/2024,9.9,4013,
Kerala,8.7203,77.4543,13/10/2024,2.6,3503,
Uttar Pradesh,25.4972,80.7564,31/07/2024,87.4,4136,
West Bengal,23.5031,87.5259,24/06/2024,58,4400,
Maharashtra,20.0564,75.528,25/06/2024,46.9,4091,
West Bengal,23.5301,87.6455,05/09/2024,0,3588,
West Bengal,22.0731,88.1725,28/06/2024,103,3978,
Bihar,24.4491,86.0748,27/10/2024,0,4157,
Bihar,26.3869,84.7716,18/08/2024,20.5,4022,
West Bengal,22.9736,87.158,19/10/2024,39.9,3809,
